Show_ID,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
s1183,Movie,Title 1183,John Smith,"Aamir Khan, Tom Holland, Zendaya, Chris Evans",United Kingdom,24-Feb-2018,1998,G,114 min,"Documentary, Comedy, Drama","A documentary, comedy, drama movie available on Netflix."
s1184,TV Show,Title 1184,Rachel Adams,"Tom Holland, Ryan Reynolds, Millie Bobby Brown, Alia Bhatt",Japan,17-Sep-2024,1998,TV-PG,7 Seasons,"Crime, Drama, Comedy","A crime, drama, comedy tv show available on Netflix."
s1185,TV Show,Title 1185,Sara Davis,"Millie Bobby Brown, Emma Stone, Robert De Niro",France,10-Sep-2016,1998,G,1 Seasons,"Thriller, Romance","A thriller, romance tv show available on Netflix."
s1186,Movie,Title 1186,Emily Clark,"Tom Holland, Ryan Reynolds, Zendaya, Scarlett Johansson",Spain,27-Oct-2021,2005,PG-13,71 min,"Crime, Thriller, Documentary","A crime, thriller, documentary movie available on Netflix."
s1187,TV Show,Title 1187,Emily Clark,"Emma Stone, Zendaya",Spain,10-Feb-2024,1995,TV-PG,4 Seasons,"Comedy, Romance, Action","A comedy, romance, action tv show available on Netflix."
s1188,TV Show,Title 1188,Michael Brown,"Millie Bobby Brown, Robert De Niro, Ryan Reynolds, Chris Evans",United Kingdom,2-Aug-2019,1997,G,6 Seasons,Action,A action tv show available on Netflix.
s1189,TV Show,Title 1189,Emily Clark,"Alia Bhatt, Ryan Reynolds, Scarlett Johansson",Germany,3-Sep-2024,2007,R,2 Seasons,"Comedy, Adventure, Action","A comedy, adventure, action tv show available on Netflix."
s1190,Movie,Title 1190,Rachel Adams,"Scarlett Johansson, Zendaya",United Kingdom,3-Sep-2023,2015,R,111 min,"Horror, Comedy, Thriller","A horror, comedy, thriller movie available on Netflix."
s1191,Movie,Title 1191,James Lewis,"Tom Holland, Ryan Reynolds, Aamir Khan",South Korea,3-Mar-2023,2021,TV-MA,90 min,Romance,A romance movie available on Netflix.
s1192,Movie,Title 1192,James Lewis,"Zendaya, Aamir Khan",Canada,12-Dec-2017,2001,R,66 min,"Thriller, Adventure","A thriller, adventure movie available on Netflix."
s1193,Movie,Title 1193,James Lewis,"Emma Stone, Chris Evans, Aamir Khan, Robert De Niro",Spain,10-Dec-2017,1998,TV-MA,180 min,Documentary,A documentary movie available on Netflix.
s1194,TV Show,Title 1194,Sara Davis,"Aamir Khan, Zendaya, Chris Evans",Canada,4-Dec-2015,2005,TV-PG,2 Seasons,"Drama, Adventure, Crime","A drama, adventure, crime tv show available on Netflix."
s1195,TV Show,Title 1195,Ava Johnson,"Emma Stone, Chris Evans, Alia Bhatt, Aamir Khan",France,20-Jun-2020,1997,TV-14,5 Seasons,"Sci-Fi, Romance, Documentary","A sci-fi, romance, documentary tv show available on Netflix."
s1196,Movie,Title 1196,Emily Clark,"Aamir Khan, Emma Stone, Scarlett Johansson",Spain,26-Sep-2022,2011,PG,145 min,"Drama, Adventure, Thriller","A drama, adventure, thriller movie available on Netflix."
s1197,Movie,Title 1197,Michael Brown,"Ryan Reynolds, Chris Evans",South Korea,22-Apr-2017,1999,PG-13,163 min,"Action, Crime","A action, crime movie available on Netflix."
s1198,Movie,Title 1198,Sara Davis,"Scarlett Johansson, Emma Stone",Mexico,19-Nov-2020,1991,TV-MA,167 min,Drama,A drama movie available on Netflix.
s1199,Movie,Title 1199,Michael Brown,"Millie Bobby Brown, Zendaya",Spain,20-Oct-2016,2020,R,133 min,"Action, Crime","A action, crime movie available on Netflix."
s1200,Movie,Title 1200,David Wilson,"Emma Stone, Millie Bobby Brown, Zendaya, Alia Bhatt",South Korea,1-Dec-2020,1997,PG-13,60 min,"Drama, Romance, Thriller","A drama, romance, thriller movie available on Netflix."
s1201,TV Show,Title 1201,Ava Johnson,"Emma Stone, Chris Evans",United Kingdom,19-Feb-2020,2003,R,5 Seasons,"Horror, Thriller, Adventure","A horror, thriller, adventure tv show available on Netflix."
s1202,TV Show,Title 1202,Rachel Adams,"Alia Bhatt, Robert De Niro",South Korea,10-Nov-2024,2009,TV-14,4 Seasons,"Thriller, Adventure, Documentary","A thriller, adventure, documentary tv show available on Netflix."
s1203,TV Show,Title 1203,James Lewis,"Robert De Niro, Zendaya, Chris Evans, Alia Bhatt",South Korea,1-Jun-2022,2008,PG,8 Seasons,"Adventure, Drama","A adventure, drama tv show available on Netflix."
s1204,TV Show,Title 1204,David Wilson,"Aamir Khan, Emma Stone",France,4-Dec-2018,1992,PG-13,8 Seasons,Romance,A romance tv show available on Netflix.
s1205,Movie,Title 1205,David Wilson,"Ryan Reynolds, Zendaya, Millie Bobby Brown",Canada,4-Oct-2023,1993,G,83 min,"Drama, Action, Comedy","A drama, action, comedy movie available on Netflix."
s1206,Movie,Title 1206,James Lewis,"Millie Bobby Brown, Robert De Niro, Scarlett Johansson, Tom Holland",Japan,1-Jan-2015,2007,TV-PG,153 min,Comedy,A comedy movie available on Netflix.
s1207,Movie,Title 1207,Emily Clark,"Ryan Reynolds, Chris Evans, Emma Stone, Robert De Niro",United Kingdom,18-Mar-2020,2002,TV-14,146 min,Documentary,A documentary movie available on Netflix.
s1208,Movie,Title 1208,James Lewis,"Emma Stone, Millie Bobby Brown, Chris Evans",Mexico,15-Apr-2022,2020,PG,62 min,"Documentary, Crime, Comedy","A documentary, crime, comedy movie available on Netflix."
s1209,Movie,Title 1209,David Wilson,"Scarlett Johansson, Zendaya, Tom Holland",France,26-Dec-2015,1993,PG-13,172 min,"Horror, Romance, Sci-Fi","A horror, romance, sci-fi movie available on Netflix."
s1210,Movie,Title 1210,Emily Clark,"Chris Evans, Alia Bhatt, Ryan Reynolds, Tom Holland",Canada,1-Mar-2019,2024,R,128 min,"Horror, Thriller, Adventure","A horror, thriller, adventure movie available on Netflix."
s1211,TV Show,Title 1211,Ava Johnson,"Robert De Niro, Zendaya, Alia Bhatt, Emma Stone",South Korea,24-Apr-2018,1990,TV-MA,5 Seasons,"Action, Horror, Drama","A action, horror, drama tv show available on Netflix."
s1212,TV Show,Title 1212,James Lewis,"Ryan Reynolds, Robert De Niro",Canada,2-Dec-2023,1993,R,3 Seasons,Comedy,A comedy tv show available on Netflix.
s1213,Movie,Title 1213,Michael Brown,"Robert De Niro, Emma Stone, Zendaya, Millie Bobby Brown",Canada,11-Aug-2022,2009,G,128 min,Drama,A drama movie available on Netflix.
s1214,TV Show,Title 1214,Sara Davis,"Emma Stone, Millie Bobby Brown, Zendaya, Scarlett Johansson",India,6-Oct-2015,2015,G,6 Seasons,Thriller,A thriller tv show available on Netflix.
s1215,Movie,Title 1215,Ava Johnson,"Emma Stone, Zendaya, Scarlett Johansson",India,13-Sep-2023,1999,PG-13,161 min,Action,A action movie available on Netflix.
s1216,Movie,Title 1216,Michael Brown,"Robert De Niro, Millie Bobby Brown, Zendaya",Canada,3-Jan-2015,2006,PG,79 min,Sci-Fi,A sci-fi movie available on Netflix.
s1217,TV Show,Title 1217,Michael Brown,"Aamir Khan, Alia Bhatt, Zendaya",South Korea,18-Nov-2023,2011,G,8 Seasons,"Comedy, Romance","A comedy, romance tv show available on Netflix."
s1218,TV Show,Title 1218,Sara Davis,"Tom Holland, Scarlett Johansson, Chris Evans",France,25-Oct-2022,2019,G,5 Seasons,"Adventure, Romance, Sci-Fi","A adventure, romance, sci-fi tv show available on Netflix."
s1219,Movie,Title 1219,Sara Davis,"Alia Bhatt, Ryan Reynolds",Canada,23-Nov-2022,2020,R,145 min,"Crime, Drama","A crime, drama movie available on Netflix."
s1220,Movie,Title 1220,Ava Johnson,"Aamir Khan, Alia Bhatt, Tom Holland, Robert De Niro",South Korea,19-Aug-2018,1995,TV-MA,108 min,"Adventure, Action","A adventure, action movie available on Netflix."
s1221,Movie,Title 1221,Ava Johnson,"Millie Bobby Brown, Alia Bhatt",Spain,17-Aug-2019,2020,PG,130 min,"Crime, Drama, Comedy","A crime, drama, comedy movie available on Netflix."
s1222,TV Show,Title 1222,James Lewis,"Zendaya, Scarlett Johansson, Robert De Niro, Ryan Reynolds",France,3-Mar-2021,2024,R,7 Seasons,"Action, Documentary","A action, documentary tv show available on Netflix."
s1223,Movie,Title 1223,Michael Brown,"Millie Bobby Brown, Ryan Reynolds",South Korea,7-Jan-2015,2024,PG-13,61 min,Comedy,A comedy movie available on Netflix.
s1224,Movie,Title 1224,Sara Davis,"Zendaya, Alia Bhatt, Ryan Reynolds, Tom Holland",Japan,7-Jan-2024,2013,R,109 min,Comedy,A comedy movie available on Netflix.
s1225,Movie,Title 1225,Ava Johnson,"Tom Holland, Ryan Reynolds",United States,4-Feb-2015,2016,G,130 min,"Thriller, Drama, Horror","A thriller, drama, horror movie available on Netflix."
s1226,Movie,Title 1226,David Wilson,"Emma Stone, Millie Bobby Brown, Scarlett Johansson",India,8-Feb-2018,2019,TV-PG,134 min,Adventure,A adventure movie available on Netflix.
s1227,Movie,Title 1227,Ava Johnson,"Chris Evans, Millie Bobby Brown, Ryan Reynolds, Robert De Niro",South Korea,5-Aug-2017,2024,TV-MA,115 min,Crime,A crime movie available on Netflix.
s1228,Movie,Title 1228,Michael Brown,"Ryan Reynolds, Chris Evans, Scarlett Johansson",Germany,15-Oct-2015,2011,PG-13,114 min,"Horror, Romance","A horror, romance movie available on Netflix."
s1229,TV Show,Title 1229,Ava Johnson,"Tom Holland, Scarlett Johansson, Chris Evans, Zendaya",France,28-Jul-2018,2021,TV-14,6 Seasons,"Drama, Thriller, Comedy","A drama, thriller, comedy tv show available on Netflix."
s1230,TV Show,Title 1230,James Lewis,"Chris Evans, Zendaya, Millie Bobby Brown",Mexico,22-Jan-2024,1990,PG-13,2 Seasons,"Sci-Fi, Action, Romance","A sci-fi, action, romance tv show available on Netflix."
s1231,TV Show,Title 1231,Ava Johnson,"Tom Holland, Alia Bhatt, Emma Stone, Chris Evans",United Kingdom,22-Feb-2021,2001,TV-14,3 Seasons,"Thriller, Romance, Drama","A thriller, romance, drama tv show available on Netflix."
s1232,Movie,Title 1232,David Wilson,"Millie Bobby Brown, Alia Bhatt, Emma Stone, Ryan Reynolds",Germany,25-Apr-2020,2007,PG-13,86 min,Sci-Fi,A sci-fi movie available on Netflix.
s1233,TV Show,Title 1233,Michael Brown,"Tom Holland, Scarlett Johansson",India,23-Feb-2017,2019,R,4 Seasons,Comedy,A comedy tv show available on Netflix.
s1234,TV Show,Title 1234,Sara Davis,"Millie Bobby Brown, Robert De Niro, Ryan Reynolds",Japan,9-Jun-2018,2024,G,5 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s1235,Movie,Title 1235,John Smith,"Ryan Reynolds, Chris Evans",France,15-Aug-2016,1996,TV-PG,162 min,"Comedy, Horror","A comedy, horror movie available on Netflix."
s1236,Movie,Title 1236,James Lewis,"Zendaya, Ryan Reynolds, Scarlett Johansson, Aamir Khan",Spain,3-Aug-2019,1991,TV-PG,123 min,"Crime, Horror","A crime, horror movie available on Netflix."
s1237,TV Show,Title 1237,Rachel Adams,"Emma Stone, Millie Bobby Brown, Alia Bhatt",Spain,28-May-2019,2008,R,3 Seasons,"Action, Sci-Fi, Romance","A action, sci-fi, romance tv show available on Netflix."
s1238,TV Show,Title 1238,Rachel Adams,"Chris Evans, Aamir Khan, Robert De Niro, Tom Holland",Canada,23-Aug-2018,2018,PG,5 Seasons,"Action, Drama, Adventure","A action, drama, adventure tv show available on Netflix."
s1239,Movie,Title 1239,Ava Johnson,"Ryan Reynolds, Emma Stone, Chris Evans",United States,28-Nov-2018,2015,PG,64 min,Horror,A horror movie available on Netflix.
s1240,Movie,Title 1240,Sara Davis,"Millie Bobby Brown, Ryan Reynolds",India,1-Jul-2019,1997,PG-13,150 min,"Action, Sci-Fi","A action, sci-fi movie available on Netflix."
s1241,Movie,Title 1241,Emily Clark,"Ryan Reynolds, Chris Evans, Alia Bhatt, Emma Stone",Spain,10-Jun-2022,2022,PG,151 min,Documentary,A documentary movie available on Netflix.
s1242,Movie,Title 1242,John Smith,"Alia Bhatt, Emma Stone",France,12-Oct-2023,2008,G,165 min,Sci-Fi,A sci-fi movie available on Netflix.
s1243,TV Show,Title 1243,Emily Clark,"Zendaya, Scarlett Johansson",Spain,18-Dec-2018,1994,PG-13,7 Seasons,"Crime, Action, Sci-Fi","A crime, action, sci-fi tv show available on Netflix."
s1244,Movie,Title 1244,Emily Clark,"Scarlett Johansson, Alia Bhatt",India,16-Nov-2015,2001,PG-13,69 min,"Sci-Fi, Crime","A sci-fi, crime movie available on Netflix."
s1245,TV Show,Title 1245,John Smith,"Emma Stone, Millie Bobby Brown",United Kingdom,13-Jan-2016,2022,TV-PG,8 Seasons,"Sci-Fi, Crime, Horror","A sci-fi, crime, horror tv show available on Netflix."
s1246,Movie,Title 1246,David Wilson,"Scarlett Johansson, Chris Evans, Millie Bobby Brown, Aamir Khan",South Korea,12-Nov-2015,2015,PG-13,62 min,Comedy,A comedy movie available on Netflix.
s1247,TV Show,Title 1247,David Wilson,"Chris Evans, Zendaya, Robert De Niro",France,6-Jul-2019,2004,TV-PG,1 Seasons,Romance,A romance tv show available on Netflix.
s1248,Movie,Title 1248,Rachel Adams,"Zendaya, Millie Bobby Brown",United States,11-Jan-2017,1992,TV-14,82 min,"Thriller, Crime","A thriller, crime movie available on Netflix."
s1249,TV Show,Title 1249,Michael Brown,"Tom Holland, Millie Bobby Brown",Canada,19-May-2017,2013,TV-14,1 Seasons,Crime,A crime tv show available on Netflix.
s1250,TV Show,Title 1250,Sara Davis,"Millie Bobby Brown, Zendaya, Aamir Khan",France,8-Oct-2020,1998,PG,7 Seasons,"Thriller, Action","A thriller, action tv show available on Netflix."
s1251,TV Show,Title 1251,Sara Davis,"Robert De Niro, Alia Bhatt, Scarlett Johansson, Chris Evans",United States,7-Apr-2018,2024,G,7 Seasons,"Thriller, Crime","A thriller, crime tv show available on Netflix."
s1252,TV Show,Title 1252,Emily Clark,"Zendaya, Millie Bobby Brown",United Kingdom,10-May-2019,2011,TV-MA,3 Seasons,"Thriller, Comedy","A thriller, comedy tv show available on Netflix."
s1253,Movie,Title 1253,David Wilson,"Scarlett Johansson, Robert De Niro",United Kingdom,10-May-2015,1990,TV-MA,95 min,"Action, Documentary, Crime","A action, documentary, crime movie available on Netflix."
s1254,TV Show,Title 1254,David Wilson,"Scarlett Johansson, Aamir Khan, Chris Evans, Emma Stone",Spain,19-Sep-2017,1997,TV-PG,8 Seasons,Comedy,A comedy tv show available on Netflix.
s1255,TV Show,Title 1255,David Wilson,"Scarlett Johansson, Ryan Reynolds, Robert De Niro, Tom Holland",Germany,12-Jan-2022,2015,R,3 Seasons,"Documentary, Romance","A documentary, romance tv show available on Netflix."
s1256,TV Show,Title 1256,Ava Johnson,"Chris Evans, Aamir Khan, Robert De Niro, Emma Stone",Spain,26-Apr-2020,2002,TV-MA,5 Seasons,"Documentary, Horror","A documentary, horror tv show available on Netflix."
s1257,TV Show,Title 1257,James Lewis,"Millie Bobby Brown, Zendaya, Robert De Niro, Chris Evans",United States,11-Sep-2022,1997,PG-13,5 Seasons,Thriller,A thriller tv show available on Netflix.
s1258,TV Show,Title 1258,John Smith,"Scarlett Johansson, Tom Holland, Ryan Reynolds",Spain,19-Jun-2019,2012,TV-14,7 Seasons,"Horror, Adventure, Sci-Fi","A horror, adventure, sci-fi tv show available on Netflix."
s1259,TV Show,Title 1259,Rachel Adams,"Chris Evans, Ryan Reynolds",Canada,20-Jun-2017,2024,PG,6 Seasons,"Sci-Fi, Documentary, Adventure","A sci-fi, documentary, adventure tv show available on Netflix."
s1260,Movie,Title 1260,John Smith,"Zendaya, Ryan Reynolds, Tom Holland",Mexico,16-Feb-2017,2010,PG-13,96 min,"Action, Crime","A action, crime movie available on Netflix."
s1261,TV Show,Title 1261,Ava Johnson,"Emma Stone, Millie Bobby Brown, Aamir Khan, Zendaya",Germany,1-Feb-2019,2016,PG-13,4 Seasons,"Drama, Comedy, Romance","A drama, comedy, romance tv show available on Netflix."
s1262,Movie,Title 1262,James Lewis,"Aamir Khan, Tom Holland, Emma Stone, Zendaya",United States,18-Jul-2019,2008,PG-13,135 min,"Action, Adventure","A action, adventure movie available on Netflix."
s1263,TV Show,Title 1263,Emily Clark,"Ryan Reynolds, Millie Bobby Brown, Scarlett Johansson",United Kingdom,24-Jun-2022,2018,PG-13,5 Seasons,"Romance, Crime","A romance, crime tv show available on Netflix."
s1264,TV Show,Title 1264,Ava Johnson,"Aamir Khan, Millie Bobby Brown, Tom Holland",Canada,23-Nov-2020,2004,TV-14,2 Seasons,"Action, Thriller","A action, thriller tv show available on Netflix."
s1265,TV Show,Title 1265,James Lewis,"Tom Holland, Chris Evans, Emma Stone",Germany,15-Mar-2024,2005,G,7 Seasons,"Thriller, Sci-Fi","A thriller, sci-fi tv show available on Netflix."
s1266,Movie,Title 1266,Rachel Adams,"Scarlett Johansson, Zendaya",United Kingdom,16-Nov-2017,2021,PG-13,157 min,"Action, Romance","A action, romance movie available on Netflix."
s1267,TV Show,Title 1267,James Lewis,"Emma Stone, Chris Evans, Tom Holland, Zendaya",Germany,1-Jul-2024,1993,G,2 Seasons,Horror,A horror tv show available on Netflix.
s1268,TV Show,Title 1268,Sara Davis,"Millie Bobby Brown, Ryan Reynolds",Canada,12-Aug-2015,2004,PG,1 Seasons,Thriller,A thriller tv show available on Netflix.
s1269,Movie,Title 1269,Rachel Adams,"Aamir Khan, Scarlett Johansson",United Kingdom,22-Feb-2021,2008,R,144 min,Crime,A crime movie available on Netflix.
s1270,TV Show,Title 1270,Michael Brown,"Aamir Khan, Alia Bhatt",Germany,12-Sep-2023,2018,TV-MA,2 Seasons,"Adventure, Sci-Fi, Action","A adventure, sci-fi, action tv show available on Netflix."
s1271,Movie,Title 1271,David Wilson,"Ryan Reynolds, Aamir Khan",Canada,3-Feb-2015,2007,TV-14,81 min,Documentary,A documentary movie available on Netflix.
s1272,TV Show,Title 1272,Rachel Adams,"Ryan Reynolds, Tom Holland, Chris Evans, Millie Bobby Brown",Spain,1-Feb-2023,1995,PG-13,7 Seasons,"Romance, Thriller","A romance, thriller tv show available on Netflix."
s1273,TV Show,Title 1273,James Lewis,"Chris Evans, Ryan Reynolds",India,8-Jan-2021,1993,TV-PG,4 Seasons,"Horror, Crime, Sci-Fi","A horror, crime, sci-fi tv show available on Netflix."
s1274,Movie,Title 1274,Rachel Adams,"Zendaya, Millie Bobby Brown, Chris Evans, Emma Stone",Canada,25-Oct-2024,2011,PG-13,61 min,Adventure,A adventure movie available on Netflix.
s1275,Movie,Title 1275,Sara Davis,"Emma Stone, Alia Bhatt",United Kingdom,21-Feb-2015,2016,PG-13,60 min,"Crime, Action, Documentary","A crime, action, documentary movie available on Netflix."
s1276,Movie,Title 1276,James Lewis,"Emma Stone, Tom Holland, Zendaya",France,17-Aug-2015,2001,G,96 min,"Comedy, Adventure, Drama","A comedy, adventure, drama movie available on Netflix."
s1277,Movie,Title 1277,Sara Davis,"Aamir Khan, Chris Evans",Spain,5-Oct-2022,2022,TV-MA,162 min,Action,A action movie available on Netflix.
s1278,Movie,Title 1278,John Smith,"Zendaya, Aamir Khan",United States,7-Nov-2024,2002,G,97 min,"Thriller, Adventure","A thriller, adventure movie available on Netflix."
s1279,TV Show,Title 1279,Ava Johnson,"Robert De Niro, Aamir Khan, Zendaya",Germany,27-May-2016,2011,PG,8 Seasons,"Horror, Action","A horror, action tv show available on Netflix."
s1280,TV Show,Title 1280,John Smith,"Emma Stone, Chris Evans, Ryan Reynolds, Millie Bobby Brown",India,5-Aug-2024,1993,TV-MA,2 Seasons,Crime,A crime tv show available on Netflix.
s1281,TV Show,Title 1281,John Smith,"Chris Evans, Millie Bobby Brown, Zendaya",France,16-Dec-2024,2006,PG,2 Seasons,Adventure,A adventure tv show available on Netflix.
s1282,TV Show,Title 1282,David Wilson,"Aamir Khan, Chris Evans, Zendaya, Robert De Niro",France,3-Apr-2024,1992,PG,5 Seasons,Action,A action tv show available on Netflix.
s1283,Movie,Title 1283,Emily Clark,"Zendaya, Chris Evans, Alia Bhatt, Scarlett Johansson",United Kingdom,21-Mar-2023,1994,G,150 min,"Thriller, Drama, Crime","A thriller, drama, crime movie available on Netflix."
s1284,TV Show,Title 1284,John Smith,"Robert De Niro, Emma Stone, Aamir Khan",Mexico,28-Feb-2022,2005,R,7 Seasons,"Thriller, Documentary","A thriller, documentary tv show available on Netflix."
s1285,Movie,Title 1285,Michael Brown,"Alia Bhatt, Scarlett Johansson, Aamir Khan, Emma Stone",France,21-Jan-2015,2009,PG-13,156 min,"Crime, Thriller, Documentary","A crime, thriller, documentary movie available on Netflix."
s1286,Movie,Title 1286,Sara Davis,"Zendaya, Ryan Reynolds, Emma Stone",Japan,20-Jun-2021,2020,R,125 min,"Action, Drama","A action, drama movie available on Netflix."
s1287,Movie,Title 1287,Michael Brown,"Emma Stone, Chris Evans, Tom Holland",South Korea,5-Dec-2019,1998,R,174 min,"Sci-Fi, Romance, Action","A sci-fi, romance, action movie available on Netflix."
s1288,TV Show,Title 1288,Sara Davis,"Chris Evans, Scarlett Johansson, Robert De Niro, Emma Stone",France,19-Jan-2018,1991,PG-13,7 Seasons,"Adventure, Thriller, Drama","A adventure, thriller, drama tv show available on Netflix."
s1289,Movie,Title 1289,John Smith,"Millie Bobby Brown, Zendaya, Aamir Khan",Spain,9-Oct-2022,1994,PG-13,107 min,"Thriller, Adventure, Sci-Fi","A thriller, adventure, sci-fi movie available on Netflix."
s1290,TV Show,Title 1290,David Wilson,"Emma Stone, Alia Bhatt, Tom Holland",India,6-Nov-2024,2015,PG-13,4 Seasons,"Adventure, Thriller","A adventure, thriller tv show available on Netflix."
s1291,Movie,Title 1291,James Lewis,"Robert De Niro, Scarlett Johansson, Chris Evans",India,11-May-2021,1999,PG,69 min,"Horror, Thriller","A horror, thriller movie available on Netflix."
s1292,Movie,Title 1292,James Lewis,"Zendaya, Emma Stone",Japan,18-Sep-2015,2000,PG,79 min,"Thriller, Crime","A thriller, crime movie available on Netflix."
s1293,Movie,Title 1293,Rachel Adams,"Aamir Khan, Millie Bobby Brown, Tom Holland, Emma Stone",Canada,21-May-2015,2024,PG,75 min,Crime,A crime movie available on Netflix.
s1294,Movie,Title 1294,James Lewis,"Aamir Khan, Ryan Reynolds, Tom Holland, Chris Evans",United Kingdom,18-Oct-2023,2000,TV-14,121 min,"Comedy, Adventure","A comedy, adventure movie available on Netflix."
s1295,Movie,Title 1295,Emily Clark,"Aamir Khan, Scarlett Johansson, Alia Bhatt, Robert De Niro",Spain,8-Jan-2024,2012,PG-13,88 min,Sci-Fi,A sci-fi movie available on Netflix.
s1296,Movie,Title 1296,Sara Davis,"Tom Holland, Scarlett Johansson, Aamir Khan, Zendaya",India,21-Apr-2017,1996,TV-MA,150 min,Documentary,A documentary movie available on Netflix.
s1297,Movie,Title 1297,Ava Johnson,"Tom Holland, Ryan Reynolds",South Korea,8-Oct-2018,1990,G,94 min,Thriller,A thriller movie available on Netflix.
s1298,TV Show,Title 1298,Ava Johnson,"Tom Holland, Chris Evans, Alia Bhatt",United States,27-Jul-2015,2001,G,8 Seasons,"Thriller, Comedy","A thriller, comedy tv show available on Netflix."
s1299,Movie,Title 1299,James Lewis,"Millie Bobby Brown, Chris Evans",Mexico,14-Apr-2015,2013,TV-PG,69 min,"Documentary, Adventure, Crime","A documentary, adventure, crime movie available on Netflix."
s1300,Movie,Title 1300,David Wilson,"Chris Evans, Aamir Khan",Spain,8-Mar-2016,2019,TV-14,166 min,"Romance, Horror","A romance, horror movie available on Netflix."
s1301,TV Show,Title 1301,David Wilson,"Emma Stone, Scarlett Johansson",United Kingdom,18-Jan-2023,2022,TV-PG,7 Seasons,Action,A action tv show available on Netflix.
s1302,TV Show,Title 1302,Emily Clark,"Scarlett Johansson, Robert De Niro, Millie Bobby Brown, Aamir Khan",Mexico,23-Feb-2016,2007,PG,3 Seasons,"Documentary, Action","A documentary, action tv show available on Netflix."
s1303,Movie,Title 1303,Emily Clark,"Scarlett Johansson, Emma Stone, Chris Evans",Canada,15-Jul-2016,1993,PG-13,108 min,Thriller,A thriller movie available on Netflix.
s1304,Movie,Title 1304,David Wilson,"Ryan Reynolds, Millie Bobby Brown, Aamir Khan, Tom Holland",Japan,27-Aug-2018,2019,PG,63 min,"Comedy, Adventure, Crime","A comedy, adventure, crime movie available on Netflix."
s1305,Movie,Title 1305,James Lewis,"Scarlett Johansson, Emma Stone",India,24-Apr-2019,2021,R,82 min,Adventure,A adventure movie available on Netflix.
s1306,Movie,Title 1306,John Smith,"Ryan Reynolds, Zendaya, Scarlett Johansson",Japan,8-May-2017,2009,PG,117 min,"Horror, Crime","A horror, crime movie available on Netflix."
s1307,Movie,Title 1307,John Smith,"Chris Evans, Robert De Niro",United States,3-Jan-2015,2021,R,152 min,"Thriller, Horror, Comedy","A thriller, horror, comedy movie available on Netflix."
s1308,TV Show,Title 1308,James Lewis,"Tom Holland, Aamir Khan, Alia Bhatt, Ryan Reynolds",Japan,1-May-2020,2010,PG,3 Seasons,"Sci-Fi, Romance, Horror","A sci-fi, romance, horror tv show available on Netflix."
s1309,TV Show,Title 1309,Rachel Adams,"Tom Holland, Alia Bhatt, Emma Stone",India,14-Feb-2021,1993,R,7 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s1310,Movie,Title 1310,Ava Johnson,"Zendaya, Millie Bobby Brown",Germany,14-Aug-2022,2022,TV-PG,152 min,"Sci-Fi, Drama, Comedy","A sci-fi, drama, comedy movie available on Netflix."
s1311,TV Show,Title 1311,John Smith,"Tom Holland, Scarlett Johansson",South Korea,1-Feb-2016,2019,TV-PG,8 Seasons,"Thriller, Crime","A thriller, crime tv show available on Netflix."
s1312,Movie,Title 1312,John Smith,"Millie Bobby Brown, Alia Bhatt",Japan,3-Mar-2024,2013,PG,168 min,"Horror, Sci-Fi","A horror, sci-fi movie available on Netflix."
s1313,Movie,Title 1313,John Smith,"Zendaya, Ryan Reynolds",India,17-Dec-2020,2014,PG-13,60 min,"Horror, Thriller, Comedy","A horror, thriller, comedy movie available on Netflix."
s1314,TV Show,Title 1314,Michael Brown,"Robert De Niro, Zendaya",Mexico,1-Nov-2021,2012,TV-14,4 Seasons,"Horror, Romance","A horror, romance tv show available on Netflix."
s1315,TV Show,Title 1315,Rachel Adams,"Millie Bobby Brown, Chris Evans, Alia Bhatt, Zendaya",United Kingdom,1-Jan-2021,2013,PG,5 Seasons,"Adventure, Thriller","A adventure, thriller tv show available on Netflix."
s1316,TV Show,Title 1316,David Wilson,"Alia Bhatt, Zendaya",Germany,21-Mar-2021,1996,PG,1 Seasons,"Drama, Documentary","A drama, documentary tv show available on Netflix."
s1317,TV Show,Title 1317,James Lewis,"Millie Bobby Brown, Emma Stone, Ryan Reynolds",United States,3-May-2022,2001,TV-14,5 Seasons,"Thriller, Crime","A thriller, crime tv show available on Netflix."
s1318,TV Show,Title 1318,Michael Brown,"Robert De Niro, Ryan Reynolds",United States,15-Sep-2016,2006,R,6 Seasons,"Crime, Romance, Adventure","A crime, romance, adventure tv show available on Netflix."
s1319,Movie,Title 1319,Sara Davis,"Chris Evans, Robert De Niro, Emma Stone, Millie Bobby Brown",France,10-Apr-2018,2019,TV-MA,115 min,"Documentary, Thriller","A documentary, thriller movie available on Netflix."
s1320,Movie,Title 1320,Ava Johnson,"Chris Evans, Millie Bobby Brown, Scarlett Johansson",Spain,3-Dec-2015,2012,R,92 min,Crime,A crime movie available on Netflix.
s1321,TV Show,Title 1321,Ava Johnson,"Robert De Niro, Alia Bhatt, Zendaya, Chris Evans",Germany,3-Mar-2024,2008,TV-MA,5 Seasons,"Thriller, Drama, Documentary","A thriller, drama, documentary tv show available on Netflix."
